124,chrzanowski,Trzebinia,Szkoła Podstawowa,Myślachowice,Trzebińska,23,30,59,4,74,44,23,75,6,,,,,,0.4296450015918857
125,chrzanowski,Trzebinia,"Zespół Szkolno - Przedszkolny - Szkoła
Podstawowa im. 550 Rocznicy Zwycięstwa
Grunwaldzkiego",Młoszowa,Kamieniec,19,32,72,7,79,65,19,89,8,,,,,,0.6713788122331348
126,chrzanowski,Trzebinia,"Szkoła Podstawowa im. Tadeusza Kościuszki w
Bolęcinie",Bolęcin,Zakopiańska,12,17,59,4,65,54,12,57,3,,,,,,0.4440625281594751
127,chrzanowski,Trzebinia,"Publiczna Szkoła Podstawowa im. Władysława
Broniewskiego w Psarach",Psary,Szkolna,9,0,57,4,71,43,9,64,4,,,,,,0.4193076256287447
128,chrzanowski,Trzebinia,Szkoła Podstawowa im. Juliusza Słowackiego,Lgota,Szkolna,9,11,54,3,69,39,9,71,5,,,,,,0.36934455873442545
129,chrzanowski,Trzebinia,"Szkoła Podstawowa im. Św. Jadwigi Królowej w
Dulowej",Dulowa,Paderewskiego,25,36,73,8,75,70,25,80,7,,,,,,0.6095265134502157
130,chrzanowski,Trzebinia,Społeczna Szkoła Podstawowa w Płokach,Płoki,Szkolna,16,25,48,2,63,33,16,66,5,,,,,,0.288194335444794
131,chrzanowski,Trzebinia,"Szkoła Podstawowa nr 3 im. Ignacego
Łukasiewicza",Trzebinia,1 Maja,25,24,60,5,71,48,25,61,4,,,,,,0.4091631050169384
132,chrzanowski,Trzebinia,"Publiczna Szkoła Podstawowa im. Adama
Mickiewicza w Czyżówce",Czyżówka,Szkolna,9,22,65,6,78,53,9,82,7,,,,,,0.5449215883299121
133,dąbrowski,Bolesław,"Zespół Szkół w Bolesławiu Szkoła Podstawowa im.
dra Pawła Sochy",Bolesław,,17,6,56,4,66,46,17,59,3,,,,,,0.43132330657154244
134,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa nr 1 im. Jana Pawła
II","Dąbrowa
Tarnowska",Kościelna,59,10,66,6,68,63,59,75,6,,,,,,0.5777125000972136
135,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa nr 2 im. M.
Kopernika","Dąbrowa
Tarnowska",Matejki,51,12,56,4,65,48,51,65,4,,,,,,0.4464151930208175
136,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa w Gruszowie
Wielkim im. Kardynała Stefana Wyszyńskiego","Gruszów
Wielki",,11,0,76,8,80,72,11,74,6,,,,,,0.7222329926408225
137,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa im. Jubileuszu 2000
lecia Chrześcijaństwa w Szarwarku",Szarwark,,11,9,57,4,70,45,11,60,3,,,,,,0.42250880326446627
138,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa w Nieczajnie Górnej
im. Błogosławionego Ks. Jerzego Popiełuszki","Nieczajna
Górna",,13,0,74,8,75,73,13,56,3,,,,,,0.48043144132002114
139,dąbrowski,"Dąbrowa
Tarnowska",Publiczna Szkoła Podstawowa w Smęgorzowie,Smęgorzów,,14,0,77,8,78,75,14,81,7,,,,,,0.7479684596350911
140,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa im. Gen. Józefa
Bema w Laskówce Chorąskiej","Laskówka
Chorąska",,10,0,77,8,82,72,10,67,5,,,,,,0.6160795672125148
141,dąbrowski,"Dąbrowa
Tarnowska","Publiczna Szkoła Podstawowa im. Tadeusza
Kościuszki w Lipinach",Lipiny,pi,9,11,63,5,71,56,9,79,7,,,,,,0.5375298434870875
142,dąbrowski,"Dąbrowa
Tarnowska","Niepubliczna Niepłatna Szkoła Podstawowa z
Niepublicznym Niepłatnym Oddziałem
Przedszkolnym w Żelazówce",Żelazówka,z,8,0,60,5,70,50,8,86,8,,,,,,0.4296070520325366
143,dąbrowski,Mędrzechów,"Zespół Szkolno-Przedszkolny w Woli
Mędrzechowskiej - Szkoła Podstawowa im. Jana
Pawła II w Woli Mędrzechowskiej","Wola
Mędrzechowsk
a",,8,25,59,4,71,48,8,54,2,,,,,,0.3500250504281908
144,dąbrowski,Mędrzechów,"Szkoła Podstawowa im. Marii Konopnickiej w
Mędrzechowie",Mędrzechów,,31,0,67,6,74,61,31,81,7,,,,,,0.5871986864825137
145,dąbrowski,Olesno,Szkoła Podstawowa w Pilczy Żelichowskiej,"Pilcza
Żelichowska",,5,0,69,7,67,71,5,83,8,,,,,,0.5807693593566637
146,dąbrowski,Olesno,Szkoła Podstawowa im. Władysława Broniewskieg,Olesno,Szkolna,35,0,60,5,70,49,35,65,4,,,,,,0.4766559557287679
147,dąbrowski,Olesno,"Szkoła Podstawowa im. Marii Kozaczkowej w
Zalipiu",Zalipie,,6,0,62,5,69,55,6,68,5,,,,,,0.5252548252851434
